tracking_ID	pvalue (Lymphocyte)	corr_coef (Lymphocyte)	fdr (Lymphocyte)	fpkm>0_num (Lymphocyte)	fpkm>0.1_num (Lymphocyte)	fpkm>1_num (Lymphocyte)	fpkm_median (Lymphocyte)	fpkm_mean (Lymphocyte)	pvalue (Macrophage)	corr_coef (Macrophage)	fdr (Macrophage)	fpkm>0_num (Macrophage)	fpkm>0.1_num (Macrophage)	fpkm>1_num (Macrophage)	fpkm_median (Macrophage)	fpkm_mean (Macrophage)
TFEB_TSS10901,TSS34271,TSS5240,TSS913	0.000939121758836763	0.229366120920678	0.0169286962465631	207	206	202	2.76389	2.95108397129187	0.00242106901495999	-0.210740838727585	0.0489596084583801	207	206	202	2.76389	2.95108397129187
TRERF1_TSS31764	2.72134863750382e-07	0.349844211883302	3.06433447238922e-05	209	204	85	0.749142	1.22622211334928	4.83046897399601e-09	-0.394496745157191	5.36833119323096e-06	209	204	85	0.749142	1.22622211334928
HLA-DPA1_TSS21563,TSS33296	0.000115916287027373	0.265978180469377	0.00375055216798314	209	209	209	1885.94	1923.55574641148	0.00175568218182639	-0.217232299475521	0.0392995926870684	209	209	209	1885.94	1923.55574641148
CLIC5_TSS16452,TSS28574,TSS4456	2.44467739274609e-06	0.322293826033459	0.000188786703431972	206	200	62	0.703346	0.84803145507177	6.70492132979193e-06	-0.308666411282496	0.000575115752049703	206	200	62	0.703346	0.84803145507177
RUNX2_TSS19889,TSS5426	6.57094581933636e-06	0.308945734339104	0.000426294279411312	207	205	128	1.11221	1.35393034832536	8.78593812547917e-05	-0.270447913452237	0.00413624088468644	207	205	128	1.11221	1.35393034832536
RCAN2_TSS18088,TSS31718,TSS8426	3.02043384561707e-06	0.319492238451242	0.000223783505877733	193	162	22	0.267285	0.487840865215311	5.16475997225407e-07	-0.342074799436822	8.14916232412261e-05	193	162	22	0.267285	0.487840865215311
MYO6_TSS30342,TSS570	1.85578617751169e-05	-0.294192335569399	0.000960237864035959	209	209	208	8.27471	8.22152003827751	0.00117723508024645	0.225056583462587	0.0294017498486262	209	209	208	8.27471	8.22152003827751
ELOVL4_TSS18875	0.000113239564584984	0.266358022228756	0.00367324430248321	134	46	2	0.023424	0.100062480334928	3.06175374531829e-05	-0.286777644315187	0.00182427709753102	134	46	2	0.023424	0.100062480334928
BACH2_TSS20549	2.57034568563403e-06	0.321632325714809	0.000196121212150721	200	92	1	0.0815775	0.140160986507177	1.16197323452515e-05	-0.300944913022889	0.000878733664133056	200	92	1	0.0815775	0.140160986507177
PRDM1_TSS16731,TSS30061	1.12519199131958e-07	0.36022253455727	1.49641474606548e-05	206	204	127	1.29282	1.86578941578947	9.23579000448054e-08	-0.362493125725342	2.86198148550556e-05	206	204	127	1.29282	1.86578941578947
SCML4_TSS32503,TSS9590	1.31072996289049e-10	0.429487535011448	7.44523746254306e-08	204	189	81	0.63486	1.15214363856459	2.20605726806215e-07	-0.352344840737731	4.58447396983225e-05	204	189	81	0.63486	1.15214363856459
FYN_TSS12612,TSS34813,TSS8681	2.41745306874017e-07	0.351257433273187	2.78344675180484e-05	209	208	203	4.13946	5.37476924784689	1.24623383184437e-07	-0.359040648775594	3.18549829757741e-05	209	208	203	4.13946	5.37476924784689
FAM26F_TSS15281	0.000243745948655108	0.253585615491153	0.00666351892360772	206	206	203	10.1615	12.6817754832536	9.5833072706802e-06	-0.303675651810703	0.000753719745064174	206	206	203	10.1615	12.6817754832536
CEP85L_TSS30898,TSS32729	0.00228356065099382	0.211936023925361	0.0311473286019493	206	204	79	0.827699	1.04060993444976	6.48665257002763e-05	-0.275253841373686	0.00331610652684953	206	204	79	0.827699	1.04060993444976
THEMIS_TSS11521,TSS3012	5.06532865526606e-08	0.369294288624428	8.04602393734364e-06	207	201	112	1.08552	2.03631658038277	4.79457277141586e-06	-0.31327092766971	0.000434588917057308	207	201	112	1.08552	2.03631658038277
SAMD3_TSS12648,TSS1471,TSS25790	4.0226747198481e-07	0.345130196393699	4.28431618808489e-05	202	186	70	0.582138	1.08207683349282	0.00178947275827596	-0.216852356161436	0.0398438268068745	202	186	70	0.582138	1.08207683349282
TMEM200A_TSS11390,TSS19912,TSS27245	6.99907053583591e-09	0.390658587953823	1.64131414648167e-06	204	191	75	0.69297	1.02668995717703	4.14443758293808e-07	-0.344767322415431	6.8345786488697e-05	204	191	75	0.69297	1.02668995717703
PERP_TSS20112	0.00103548643763878	0.227513027598411	0.0181536823268072	205	192	33	0.452672	0.634950915980861	6.55767188201348e-05	-0.275082897995896	0.00333905679235352	205	192	33	0.452672	0.634950915980861
ZC3H12D_TSS11859	4.30563842963311e-05	0.281607152536527	0.00181911444462565	208	208	62	0.76351	0.944607248803828	1.51645233130345e-05	-0.297125579671095	0.00106489115495735	208	208	62	0.76351	0.944607248803828
SYNE1_TSS17246,TSS33718	6.81790443275376e-07	0.338641080855291	6.57631906436297e-05	209	209	74	0.733832	1.00511580861244	2.04996112763428e-06	-0.324605293060283	0.000229820422734473	209	209	74	0.733832	1.00511580861244
TIAM2_TSS16201,TSS8920	6.08821341525465e-05	0.276246779188449	0.00234368709498982	201	126	8	0.135787	0.266306408878249	3.22851792205005e-06	-0.318603816901782	0.000331422275524182	201	126	8	0.135787	0.266306408878249
SYNJ2_TSS501,TSS7260	0.0015637964636635	0.219525575826112	0.0241567460268257	205	185	7	0.306685	0.352154037464115	0.00130227277936459	-0.223105472757586	0.0318952378839864	205	185	7	0.306685	0.352154037464115
RSPH3_TSS27974	0.00225659891175911	-0.212178015186094	0.0309115352537378	209	208	208	8.89364	8.83784641483254	0.000827129738227376	0.231753451017013	0.0230810734048362	209	208	208	8.89364	8.83784641483254
TAGAP_TSS19794,TSS33422	0.000526109970100088	0.240069587142773	0.0115171711216189	209	209	209	15.3871	17.231889138756	0.000796197575481233	-0.232465320019936	0.0224383751123217	209	209	209	15.3871	17.231889138756
CCR6_TSS15799,TSS20563	1.79594568755581e-05	0.294670624429118	0.000938776435983928	208	205	131	1.37228	2.12305273827751	1.75610846785516e-07	-0.355037867242022	3.83657167067058e-05	208	205	131	1.37228	2.12305273827751
CARD11_TSS35092	1.52346684775931e-11	0.448601435284412	1.62255567064899e-08	209	209	159	1.78735	2.65517438277512	4.0785048475856e-06	-0.315464644060957	0.000390451919135339	209	209	159	1.78735	2.65517438277512
GLCCI1_TSS29894	0.000811906865860688	0.232100666331138	0.0153955129067248	208	203	82	0.847063	1.0551380337799	0.000114071967403724	-0.266239007092961	0.00501857755388399	208	203	82	0.847063	1.0551380337799
RAPGEF5_TSS34655	8.53980258187834e-06	0.30529647991683	0.000532227609072711	166	41	1	0.0294157	0.0615981255502392	3.09501859283052e-07	-0.348300746884283	5.57125142615078e-05	166	41	1	0.0294157	0.0615981255502392
STK17A_TSS26948	0.000169220508629752	0.259746460654794	0.00505900049249718	209	209	209	4.57498	5.23023947368421	1.52159451149707e-05	-0.297076670295951	0.00106557472077744	209	209	209	4.57498	5.23023947368421
CCM2_TSS14609,TSS31307,TSS703	9.72533883030226e-05	0.268818587887386	0.00331452514455141	209	209	209	24.502	24.7774071770335	0.00102902911713419	-0.227632140854159	0.0268266628909836	209	209	209	24.502	24.7774071770335
KCTD7_TSS3272	0.00237176770361134	0.211162087754136	0.0319077654063208	209	208	204	2.29351	2.55499095502392	2.07293129769034e-11	-0.445938170265527	5.29861969002627e-07	209	208	204	2.29351	2.55499095502392
STX1A_TSS27148	3.56365481283844e-05	0.284488063489547	0.00158664281451204	196	180	24	0.408072	0.542639073205742	0.00103419049179611	-0.227536878089909	0.0268266628909836	196	180	24	0.408072	0.542639073205742
GTF2IP1_TSS9641	0.00243833848785461	-0.210595123441594	0.0325804339195252	209	209	206	2.98047	3.04055744019139	5.16569458389788e-06	0.31225391266188	0.000461679437968579	209	209	206	2.98047	3.04055744019139
ABCB1_TSS12396	1.06662899382479e-06	0.333018712861527	9.40141507281223e-05	197	141	10	0.179237	0.285990054832536	9.86411172644602e-05	-0.268590509115178	0.00451448857459609	197	141	10	0.179237	0.285990054832536
CDK6_TSS10640,TSS17533	1.97297327560185e-05	0.293296504026306	0.00100862339795318	209	205	60	0.662732	0.827723595406699	8.17918033710483e-07	-0.336367516448432	0.000116148904775965	209	205	60	0.662732	0.827723595406699
ASNS_TSS17952,TSS20232	0.0005233228386237	0.24016552112823	0.0115013949286906	204	202	162	1.64039	1.68444852966507	9.52257490607462e-05	-0.269157383197067	0.00442557340316679	204	202	162	1.64039	1.68444852966507
PVRIG_TSS10408	1.42351014730844e-06	0.329332749032091	0.000120086940182677	200	191	46	0.488162	0.722468277990431	1.27679493195999e-06	-0.330727521551501	0.000156153852898704	200	191	46	0.488162	0.722468277990431
AGFG2_TSS10494	1.46110423731129e-09	0.40654972015241	4.47004440838164e-07	209	209	181	1.56473	1.75891511483254	4.44508545078417e-05	-0.281118533431223	0.00242619232200095	209	209	181	1.56473	1.75891511483254
ST7_TSS18272	2.59618187849252e-05	-0.289243267777156	0.00124271544936606	209	209	209	13.9575	13.9909539712919	7.46400172012391e-06	0.30717740119246	0.000623302742125913	209	209	209	13.9575	13.9909539712919
CCDC136_TSS34959,TSS35352	7.81544780127114e-05	0.272312608256866	0.00278620169105009	187	107	5	0.10276	0.185761160956938	1.14654858794566e-05	-0.301135192578319	0.000872230013585685	187	107	5	0.10276	0.185761160956938
SLC37A3_TSS2920	6.78166531187962e-05	0.274554913775222	0.00252323358132394	201	183	19	0.35166	0.459647383492823	1.96791117348654e-06	-0.325138770285475	0.000223987439053483	201	183	19	0.35166	0.459647383492823
LOC154761_TSS24490	0.000490674958241639	0.241325913249309	0.0109402115450415	153	50	0	0.0327736	0.0743296760987694	0.00216453229903975	-0.213024653561157	0.0450550570812337	153	50	0	0.0327736	0.0743296760987694
TCAF2_TSS17748,TSS27449,TSS2942	8.34133597192685e-05	0.271276850475305	0.00293681664984053	197	141	2	0.152875	0.226534573588517	0.000581179199580393	-0.23826453284466	0.0175389864468411	197	141	2	0.152875	0.226534573588517
EPHA1_TSS30610	4.02210906114395e-11	0.440126568752089	3.02379793270295e-08	204	177	29	0.323228	0.536256248277512	6.02078143043037e-06	-0.310152538220647	0.000530679979804244	204	177	29	0.323228	0.536256248277512
LOC728743_TSS19414	0.000111492835751529	0.266610451720294	0.00363762231197364	206	206	86	0.853383	1.0410379138756	4.46439090808044e-06	-0.314240750759583	0.000411964967514239	206	206	86	0.853383	1.0410379138756
GIMAP7_TSS4211	7.10415761511313e-06	0.307864414638236	0.000451714857711211	208	208	205	4.59496	5.80788750239234	1.99779529149992e-06	-0.32494205381289	0.000225431976584698	208	208	205	4.59496	5.80788750239234
GIMAP5_TSS17510	2.29962459804211e-05	0.291041913182464	0.00113463163336733	209	195	188	3.79885	4.6358184767651	6.55225099326972e-05	-0.275095884609242	0.00333905679235352	209	195	188	3.79885	4.6358184767651
WDR86-AS1_TSS5067	1.73564158010338e-06	0.326772726043932	0.000140394729205768	194	192	105	1.00542	1.79478111722488	1.91777835591364e-07	-0.354001105524509	4.05126715334781e-05	194	192	105	1.00542	1.79478111722488
RHEB_TSS26252	0.000666814933696163	-0.23574962630324	0.0134734611211493	209	209	209	24.5738	24.2373332057416	0.00248555451104624	0.210201460077412	0.0498300069465514	209	209	209	24.5738	24.2373332057416
PTPRN2_TSS36180,TSS9812	0.00136413758580521	0.222202839602904	0.0220130813325549	192	134	3	0.147218	0.232789900861244	3.94143502005574e-06	-0.315926051905968	0.000381617502074412	192	134	3	0.147218	0.232789900861244
ANGPT2_TSS28146	0.00132264206469543	-0.222804018774004	0.0216198425883711	206	200	103	0.981813	1.22658732727273	0.000154797598432303	0.261227701628777	0.00632073708231328	206	200	103	0.981813	1.22658732727273
DLC1_TSS1282,TSS23526,TSS34483	0.000289792008501771	-0.250610096086297	0.00744537191445921	209	209	207	2.85427	3.0793188277512	7.17166338147043e-05	0.273673541057859	0.00361567825825968	209	209	207	2.85427	3.0793188277512
LZTS1_TSS2986	1.31055837373799e-09	0.407622305943796	4.08526616964838e-07	196	138	12	0.165923	0.329333220669856	6.69364474426722e-07	-0.338869800762321	9.83311800621922e-05	196	138	12	0.165923	0.329333220669856
DMTN_TSS1968,TSS27323,TSS29550,TSS33537	3.63623546099543e-05	0.284182455401007	0.00160251404514662	203	194	48	0.591811	0.797724458755981	0.00108104306968589	-0.226691555379693	0.0277435159681136	203	194	48	0.591811	0.797724458755981
NUGGC_TSS23815	8.38256152208059e-08	0.363601381744251	1.17728931354891e-05	197	142	18	0.189964	0.361819138038278	4.29382821710821e-06	-0.314768786909493	0.00039946380397189	197	142	18	0.189964	0.361819138038278
CLU_TSS21827,TSS26843,TSS29534	1.38876078074321e-05	0.298393351778386	0.000774042464454778	207	207	173	2.41504	3.66477276076555	4.74485763587622e-06	-0.313412813460642	0.000433154664395115	207	207	173	2.41504	3.66477276076555
LOC101929450_TSS33179	0.00158483757524548	0.219261926796412	0.0243889423605356	101	17	0	0	0.0257924178947368	0.00110183221328635	-0.226327201946207	0.0281921253291416	101	17	0	0	0.0257924178947368
DUSP4_TSS11832,TSS35696	3.91193017469583e-08	0.37217227196518	6.66618981302668e-06	208	198	79	0.698707	1.10442946464115	3.44639344869794e-07	-0.347004415085634	5.99273897565768e-05	208	198	79	0.698707	1.10442946464115
IDO1_TSS10836	1.22727297322807e-05	0.300165009272397	0.000704951111655791	205	204	144	1.77222	2.73277820669856	1.3335829242037e-07	-0.358254378180476	3.30060728454958e-05	205	204	144	1.77222	2.73277820669856
HGSNAT_TSS14881	0.000164238602854235	-0.260244300008048	0.00493603911031967	209	209	209	10.932	11.0267942105263	1.25483342602322e-06	0.330949363635788	0.000154205755781633	209	209	209	10.932	11.0267942105263
TOX_TSS26138	1.58248236069502e-06	0.327968557241161	0.000130063767272429	195	174	17	0.316233	0.423983697129187	9.23936857135291e-07	-0.33483507922264	0.000124956349234049	195	174	17	0.316233	0.423983697129187
PDE7A_TSS27686,TSS8654	0.00211926782205908	0.213452986657402	0.0295998872028288	208	208	203	2.44174	2.90904549760766	1.27705183355049e-05	-0.299596449509037	0.000943431269288559	208	208	203	2.44174	2.90904549760766
MSC_TSS26954	2.07168831362555e-07	0.353089262847275	2.44455211309448e-05	183	164	44	0.393531	0.674777635885167	1.9352491358395e-06	-0.325357057585366	0.00022198156161017	183	164	44	0.393531	0.674777635885167
MSC-AS1_TSS17897,TSS21334	0.000257357427586479	0.252655050795882	0.00691245707627646	183	91	0	0.0766999	0.121764672331235	0.000384741514457878	-0.245657601790647	0.0127059145362504	183	91	0	0.0766999	0.121764672331235
LINC00861_TSS35742	1.7715350950801e-05	0.294870072425159	0.00093173268652968	203	196	112	1.15178	1.97284833741627	1.50166523815446e-06	-0.328644849873249	0.000181476127804606	203	196	112	1.15178	1.97284833741627
PVT1_TSS33842	1.8615793335638e-08	0.380291048234554	3.74675821615938e-06	202	198	52	0.629533	0.793330022009569	0.000140578576171756	-0.262820049478515	0.00586575606476877	202	198	52	0.629533	0.793330022009569
KCNQ3_TSS18780,TSS3810	0.000389192532187295	0.245454467541809	0.00923690837069586	167	5	0	0.0109307	0.0205919082296651	1.61587038413517e-07	-0.356014255710633	3.6569749868975e-05	167	5	0	0.0109307	0.0205919082296651
SLC45A4_TSS12087,TSS26027	0.000129249576640023	-0.26420048202143	0.0041040353149014	209	209	209	6.09047	6.16504578947368	0.00141602507671094	0.22147422994935	0.033795534067048	209	209	209	6.09047	6.16504578947368
GLIS3_TSS11313,TSS1866	0.00273719355451116	-0.208211413357233	0.035035255106089	204	174	9	0.29007	0.366548807272727	0.000758715777488315	0.233362882310957	0.0215723403652712	204	174	9	0.29007	0.366548807272727
CCDC171_TSS10022	4.11477703002379e-06	-0.31534501236602	0.000287371081050377	206	201	11	0.530604	0.557701691866029	8.78674073934798e-05	0.270446452919088	0.00413624088468644	206	201	11	0.530604	0.557701691866029
SIT1_TSS35232	2.79199701541847e-08	0.375887213685339	5.13426156195047e-06	202	200	133	1.55459	2.68361429521531	1.77224894602167e-06	-0.326501843275112	0.000209724330135462	202	200	133	1.55459	2.68361429521531
PAX5_TSS30433	0.000908800956274335	0.229985452842292	0.0165723029419395	207	84	3	0.0786299	0.151353646889952	0.001978113033665	-0.214844371025033	0.0425610667117096	207	84	3	0.0786299	0.151353646889952
TJP2_TSS24232,TSS26548,TSS30285,TSS35050	0.000620762133704031	-0.237062302297797	0.0129036919594969	209	209	208	8.95091	9.04081710047847	0.000165814843248282	0.260085279551538	0.00663285322107877	209	209	208	8.95091	9.04081710047847
ANXA1_TSS21958	0.000401607029715446	-0.244899078726082	0.00946999749682336	209	209	209	355.732	367.29911291866	0.00053649264475651	0.23971630156379	0.0166020441799288	209	209	209	355.732	367.29911291866
NTRK2_TSS11428,TSS554,TSS8900	5.47879015432031e-05	0.277890444804407	0.00219503691433513	185	92	12	0.0839092	0.256212381818182	2.84161724349637e-07	-0.349326360889021	5.42657987362476e-05	185	92	12	0.0839092	0.256212381818182
CORO2A_TSS20932,TSS22985	2.63285231575746e-05	-0.289034496435469	0.00125322789651911	209	209	209	22.4344	22.3545371291866	0.000913527440895034	0.22988767094667	0.0247432033266017	209	209	209	22.4344	22.3545371291866
DFNB31_TSS34193,TSS5739	0.00473170260437556	0.196562875587356	0.0497724486709644	193	151	10	0.207372	0.30691901645933	0.00101677612497001	-0.227860062355724	0.0267936232271735	193	151	10	0.207372	0.30691901645933
AKNA_TSS12431	4.34825242191185e-06	0.314598163197546	0.000299584043548487	209	209	209	8.52749	9.48990607655502	9.78300013964428e-07	-0.334113380810383	0.00013092317621437	209	209	209	8.52749	9.48990607655502
TNFSF8_TSS11185	0.00438490878121478	0.198220497319161	0.0472803823454423	208	208	155	1.64713	2.04119125358852	1.35324862402297e-05	-0.29876556272977	0.000982681479507137	208	208	155	1.64713	2.04119125358852
TRAF1_TSS10088,TSS10913,TSS12784	2.35946917479739e-08	0.377723913897477	4.60384668526689e-06	209	208	208	3.45725	4.27023429473684	5.02206164645818e-08	-0.369390289793595	2.10440848762488e-05	209	208	208	3.45725	4.27023429473684
FAM102A_TSS27745,TSS28229	2.96132129109835e-13	0.48078713349988	1.13760554235486e-09	208	208	207	4.33932	6.13919118181818	1.47439966341074e-08	-0.382795180538145	9.9176657359058e-06	208	208	207	4.33932	6.13919118181818
USP20_TSS33507	6.97615236143059e-07	0.338355504003284	6.68117735211549e-05	209	209	208	6.62381	7.22725066507177	1.72400729807196e-05	-0.295265971176862	0.00117200400388344	209	209	208	6.62381	7.22725066507177
RALGDS_TSS13171,TSS14319,TSS20402,TSS31005	0.000561577362271262	0.238888178747672	0.0120705510788276	209	209	209	31.8993	33.3884459330144	0.000151386250645814	-0.261596868188498	0.00623121409461781	209	209	209	31.8993	33.3884459330144
SARDH_TSS13303,TSS25151	9.15381830804987e-07	0.334952332116284	8.32671707373889e-05	195	165	37	0.374472	0.58198833076555	1.09596028273704e-05	-0.301776738114498	0.000843790385151852	195	165	37	0.374472	0.58198833076555
DBH-AS1_TSS15307	0.00385037555519088	0.20102251195497	0.0433756939472164	171	121	21	0.167591	0.371366221052632	3.83384852413954e-05	-0.283378630336361	0.00217771115834513	171	121	21	0.167591	0.371366221052632
PPP1R26_TSS7157	0.000163489174534473	-0.260320407286456	0.00492219881068982	209	209	208	3.52279	3.64978607655502	0.000257233782584132	0.252663295676799	0.00926077847413099	209	209	208	3.52279	3.64978607655502
COL5A1_TSS11484	4.229411409131e-05	0.281880585954763	0.0017958137047973	191	57	4	0.0486326	0.122502936028708	1.1844057160178e-07	-0.359629861452845	3.05803984920515e-05	191	57	4	0.0486326	0.122502936028708
PTGDS_TSS28225	0.0038482033132501	0.201034597146523	0.0433703372530801	152	141	46	0.326679	1.08218594976077	0.000110147938570202	-0.266807346158432	0.00491055294561697	152	141	46	0.326679	1.08218594976077
NPDC1_TSS15843	7.29876261360686e-05	0.273396011965999	0.00265760215336759	185	166	32	0.275989	0.567405453588517	0.000850735174530994	-0.231226505269568	0.0234391023932986	185	166	32	0.275989	0.567405453588517
PFKP_TSS22334,TSS36462	1.29945536224408e-05	0.299347381775682	0.000733231313781921	209	209	209	19.4093	21.7595906220096	1.32233023604235e-05	-0.299097234811591	0.000965469595378578	209	209	209	19.4093	21.7595906220096
ASB13_TSS7638	0.00374563262163768	-0.201612369893737	0.0427993363619494	209	209	209	14.0488	14.3027149282297	0.000514840421398727	0.240460424678614	0.0160681758380621	209	209	209	14.0488	14.3027149282297
IL2RA_TSS18147	2.11002348435113e-05	0.292310541721838	0.00106169902132872	204	194	64	0.655572	1.00624724971292	2.70277341627554e-07	-0.349926142627677	5.31427625333993e-05	204	194	64	0.655572	1.00624724971292
IL15RA_TSS18224,TSS18694	2.21749166827673e-06	0.323576490918028	0.000173044999457744	207	207	205	4.67136	5.50811010526316	5.47255967780809e-09	-0.393210497844788	5.59536391697811e-06	207	207	205	4.67136	5.50811010526316
PRKCQ-AS1_TSS18897	4.89763715411303e-07	0.342726793289626	4.94816218562384e-05	200	182	29	0.40076	0.559483629665072	0.000112231618446171	-0.266503237439256	0.0049718412462783	200	182	29	0.40076	0.559483629665072
PRKCQ_TSS12645	2.1224885044819e-10	0.42503820295021	9.68802297554674e-08	209	207	122	1.2443	1.73623622511962	5.82810594273558e-07	-0.340585741196405	8.90989697875872e-05	209	207	122	1.2443	1.73623622511962
NMT2_TSS15385,TSS15913	3.42836300734981e-05	0.285073721289478	0.0015320347348054	205	205	160	1.37078	1.57170618181818	0.000690691762609152	-0.235101657656515	0.0198815001622213	205	205	160	1.37078	1.57170618181818
ZEB1_TSS23011,TSS4728	8.95524811931034e-06	0.304629803508366	0.000552910862748048	198	165	18	0.252361	0.400887854976077	8.66696371055268e-07	-0.335640225849377	0.000119749329408344	198	165	18	0.252361	0.400887854976077
SVIL_TSS1758,TSS23581	3.00723523068897e-05	-0.287047328413922	0.00138003482462551	209	209	209	43.0753	42.5259277511962	9.27518379855323e-06	0.304136096010534	0.000736282525077078	209	209	209	43.0753	42.5259277511962
ANTXRLP1_TSS29094	1.96464655518026e-05	0.293358474740563	0.00100840021279041	129	92	7	0.0764236	0.223369505741627	9.27087645148762e-06	-0.30414263493295	0.000736282525077078	129	92	7	0.0764236	0.223369505741627
ANK3_TSS21904,TSS25261,TSS5799,TSS7982	0.00450595052947404	0.197628956835788	0.0481910466459774	208	172	7	0.210491	0.289345774114833	0.00228424826510529	-0.211929886383234	0.046935425968132	208	172	7	0.210491	0.289345774114833
H2AFY2_TSS19116	8.25720728006204e-05	0.271438354021203	0.00291522755919428	208	208	169	1.63384	1.75420955023923	0.000284077719322406	-0.250954391733447	0.0100711658579751	208	208	169	1.63384	1.75420955023923
PRF1_TSS33356	2.06541399486931e-11	0.445969722182226	2.03054027395594e-08	206	206	157	2.28796	3.71157233014354	1.4177889373331e-05	-0.298095734507999	0.00101798042211155	206	206	157	2.28796	3.71157233014354
SPOCK2_TSS25443,TSS27340	2.13830510882871e-13	0.483302164846898	1.13760554235486e-09	209	208	197	5.26395	8.61235243301435	8.98566208525929e-09	-0.38804460436087	7.13640856922338e-06	209	208	197	5.26395	8.61235243301435
STAMBPL1_TSS19314	4.84860312215667e-06	0.313118303695564	0.000330493718414524	205	198	84	0.840054	1.05705898181818	2.09362777156025e-06	-0.324329623274504	0.000232674867255877	205	198	84	0.840054	1.05705898181818
ANKRD22_TSS21907	0.00253332793169159	0.209810001474445	0.0334664662650097	200	186	74	0.572189	0.990218796650718	9.85173769199707e-08	-0.361752640928967	2.94002024355625e-05	200	186	74	0.572189	0.990218796650718
HIF1AN_TSS20793	0.00360008393414839	-0.202457230507255	0.0417332178869692	209	209	209	5.96284	6.07105918660287	0.000239924789851093	-0.253855554241929	0.00877319657708263	209	209	209	5.96284	6.07105918660287
NFKB2_TSS10133,TSS11132,TSS21921	1.24691227813074e-07	0.359034340309022	1.62613901741326e-05	209	209	208	5.74379	6.68418713397129	8.13308714881613e-05	-0.271679471176999	0.00395776241429183	209	209	208	5.74379	6.68418713397129
DUSP5_TSS20173	1.41511646161168e-07	0.357563863902354	1.81767798368121e-05	209	209	205	3.38332	3.71189055502392	2.44145096067453e-05	-0.290155992800351	0.00156250488565074	209	209	205	3.38332	3.71189055502392
AFAP1L2_TSS17654	0.0033039182943706	0.204276149008884	0.0395002130600594	155	59	1	0.0416491	0.0904212969856459	7.27216608307906e-06	-0.3075396393953	0.00061195006658232	155	59	1	0.0416491	0.0904212969856459
ABLIM1_TSS14596,TSS34061,TSS34545	8.5628166466787e-08	0.363358490540027	1.19603364101505e-05	208	200	60	0.545204	0.918678398086124	2.18919993812114e-06	-0.323744914657143	0.000240163689348989	208	200	60	0.545204	0.918678398086124
TCF7L2_TSS30698	6.81711023363193e-05	-0.274472869910747	0.00252905884879341	209	209	209	25.6089	25.6510234449761	1.48594572561343e-05	0.297419008866406	0.00105214012998351	209	209	209	25.6089	25.6510234449761
CTBP2_TSS20035,TSS25262,TSS25836,TSS2650	0.000142111371248954	-0.262641330161938	0.0044191104142269	209	209	209	17.494	17.5636417703349	0.00163780673173356	0.218612112165808	0.0373119232351529	209	209	209	17.494	17.5636417703349
ADAM8_TSS4574	6.77456378558301e-09	0.390998000776475	1.61092508041991e-06	208	207	184	2.4087	3.47483703444976	1.63098137203676e-07	-0.355905217917473	3.6569749868975e-05	208	207	184	2.4087	3.47483703444976
IFITM1_TSS6509	2.0447161563218e-10	0.425385118511629	9.50272539486207e-08	206	206	205	15.6401	23.4186372583732	6.57312926798248e-07	-0.339095541713826	9.71189348086128e-05	206	206	205	15.6401	23.4186372583732
ANO9_TSS22755	9.18463645555633e-10	0.411102696970375	3.04894146026591e-07	201	192	69	0.658907	1.07398842200957	4.18167117809471e-06	-0.31512699160994	0.000394419546063759	201	192	69	0.658907	1.07398842200957
EPS8L2_TSS29168	0.000863885096165936	0.230938768189282	0.0160256621918406	197	155	13	0.232686	0.380161035885167	4.17837489706009e-06	-0.315137656854034	0.000394419546063759	197	155	13	0.232686	0.380161035885167
APBB1_TSS17880,TSS24907,TSS27260,TSS28836,TSS33541,TSS35737	5.27180430940614e-07	0.341822545176107	5.28441529226394e-05	200	194	79	0.768924	1.17508913971292	2.47016208437481e-08	-0.377224759748321	1.3935597097662e-05	200	194	79	0.768924	1.17508913971292
DENND5A_TSS12877	0.000498226302006085	-0.241051301211042	0.011056931650529	209	209	209	60.6601	60.1269454545455	0.000966118151401493	0.228829977237137	0.0257776054989286	209	209	209	60.6601	60.1269454545455
AMPD3_TSS14989,TSS22629,TSS25071,TSS25967,TSS36176	0.000419904495483427	0.244108858753682	0.00977520838711464	208	207	116	1.18702	1.63070045933014	1.04537980102284e-06	-0.333273919224175	0.000137736871618273	208	207	116	1.18702	1.63070045933014
CAT_TSS23344	0.0020356005340176	-0.214267125066792	0.028826584626052	209	209	209	167.305	168.523739712919	0.000225603787348412	0.254904183997458	0.00838189904124994	209	209	209	167.305	168.523739712919
SLC43A1_TSS14866,TSS9610	5.69193713789408e-05	0.277296853993536	0.00225118074862508	188	150	9	0.200723	0.314768272248804	6.82621477830601e-06	-0.308418062380668	0.000581616253160933	188	150	9	0.200723	0.314768272248804
MS4A1_TSS30175	0.00312972506085392	0.20541606209484	0.0382403930595062	201	176	55	0.446009	1.04464286057416	4.30152169539202e-05	-0.28162180276776	0.00236796909626377	201	176	55	0.446009	1.04464286057416
CD5_TSS26111	3.56044142984972e-13	0.479354877659663	1.13760554235486e-09	207	207	206	4.53083	6.59470154066986	3.54640383651007e-08	-0.373257590611382	1.81299256930068e-05	207	207	206	4.53083	6.59470154066986
CD6_TSS4778	2.36759316022033e-14	0.499781136201967	5.30211275368229e-10	208	208	208	6.57103	9.70740995215311	3.31014102154057e-10	-0.420877731899182	2.27223490512639e-06	208	208	208	6.57103	9.70740995215311
